name,rating,reviews,type_and_location
Adani Enterprises,3.6,(927),Metals & Mining | Ahmedabad +77 other locations
Psp Projects,3.9,(925),Engineering & Construction | Ahmedabad +57 other locations
SFO Technologies,3.4,(925),Electronics Manufacturing | Bengaluru +17 other locations
Bhanzu,3.8,(920),EdTech | Bengaluru +14 other locations
Knight Frank,4.1,(918),Real Estate | Mumbai +51 other locations
Knight Frank,4.1,(918),Real Estate | Mumbai +51 other locations
Bayer,4.1,(918),Pharma | Bengaluru +115 other locations
Test Yantra Software Solutions,3.1,(916),IT Services & Consulting | Bengaluru +19 other locations
Sundaram Clayton,3.9,(913),Auto Components | Chennai +30 other locations
Godfrey Phillips India,4.0,(912),FMCG | New Delhi +119 other locations
Navayuga Engineering Company,3.9,(913),Engineering & Construction | Hyderabad +73 other locations
Xceedance,3.6,(912),IT Services & Consulting | Gurugram +14 other locations
Apotex Research,3.8,(911),Pharma | Bengaluru +14 other locations
Nityo Infotech,3.3,(909),IT Services & Consulting | Bengaluru +31 other locations
GE Healthcare,3.9,(909),Medical Equipment | Bengaluru +36 other locations
Tafe Motors & Tractors,3.9,(908),Industrial Machinery | Bhopal +72 other locations
Netscribes,2.7,(907),Analytics & KPO | Kolkata +17 other locations
Deepak Fertilisers and Petrochemicals,4.1,(906),Chemicals | Mumbai +58 other locations
Nirma,4.2,(905),FMCG | Bhavnagar +67 other locations
Birla Opus,4.0,(905),Chemicals | Mumbai +258 other locations
Experis IT,3.0,(905),Recruitment | Bengaluru +34 other locations
Volvo,4.0,(905),Automobile | Bengaluru +38 other locations
Sandhar Technologies,3.8,(903),Auto Components | Gurugram +31 other locations
Neel Metal Products,4.0,(902),Auto Components | Gurugram +38 other locations
Schlumberger,3.8,(901),Oil & Gas | Pune +37 other locations
CIEL HR,3.9,(900),Recruitment | Bengaluru +109 other locations
Medhaj Techno Concept,4.0,(900),Management Consulting | Lucknow +152 other locations
HomeLane,3.3,(899),Architecture & Interior Design | Bengaluru +35 other locations
Medha Servo Drives,4.3,(899),Electrical Equipment | Hyderabad +54 other locations
Aviva Life Insurance India,3.5,(898),Insurance | Gurugram +121 other locations
Egis India Consulting Engineers,4.2,(898),Engineering & Construction | Gurugram +111 other locations
SKH Metals,4.0,(897),Auto Components | Gurugram +26 other locations
Yashoda Hospitals,3.9,(895),Healthcare | Hyderabad +30 other locations
Steag Energy Services,4.3,(895),Power | Jharsuguda +62 other locations
OCS Group,4.1,(894),Facility Management Services | Mumbai +57 other locations
Bosch Chassis Systems,4.1,(894),Auto Components | Pune +23 other locations
Volkswagen,4.2,(893),Automobile | Pune +103 other locations
Target,4.0,(892),Retail | Bengaluru +17 other locations
AJIO,3.6,(891),Internet | Bengaluru +199 other locations
LanceSoft,3.2,(891),Recruitment | Hyderabad +29 other locations
Re Sustainability Limited,3.8,(890),Waste Management | Hyderabad +84 other locations
Vedanta Resources,3.7,(888),Metals & Mining | Jharsuguda +73 other locations
HT Media,3.1,(888),Media & Entertainment | New Delhi +43 other locations
Ashirvad Pipes,3.9,(888),Building Material | Bengaluru +107 other locations
Michelin,3.7,(888),Auto Components | Pune +47 other locations
BGR Energy Systems,3.8,(887),Engineering & Construction | Chennai +53 other locations
Alok Industries,3.5,(884),Fashion & Textile | Dadra & Nagar Haveli +34 other locations
Musashi Auto Parts,3.9,(881),Auto Components | Rewari +26 other locations
JSW Paints,3.8,(882),Chemicals | Mumbai +167 other locations
TNQ Tech Private Limited,3.5,(879),Printing & Publishing | Chennai +13 other locations
Vijay Sales,4.2,(879),Retail | Mumbai +51 other locations
Orient Electric,3.7,(878),Consumer Electronics & Appliances | New Delhi +87 other locations
Updater Services,3.7,(878),Facility Management Services | Chennai +99 other locations
Tata Chemicals,3.9,(878),Chemicals | Jamnagar +85 other locations
Marks & Spencer,3.9,(879),Retail | New Delhi +60 other locations
"Commonwealth Bank of Australia, India",2.8,(876),Financial Services | Bengaluru +14 other locations
Regulated Council of Immigration Consultants,4.9,(875),Other | Dubai +5 other locations
FastInfo,4.1,(873),Internet | Kolkata +8 other locations
Sona Comstar,4.0,(868),Auto Components | Gurugram +24 other locations
ACL Digital,3.6,(868),IT Services & Consulting | Bengaluru +26 other locations
RAMTeCH Software Solutions,3.6,(868),IT Services & Consulting | Hyderabad +35 other locations
Greenlam Industries,4.1,(867),Furniture & Furnishing | New Delhi +115 other locations
C.R.I. Pumps,3.9,(867),Industrial Machinery | Coimbatore +70 other locations
Next Education India,3.2,(867),EdTech | Hyderabad +95 other locations
Centum Electronics,3.5,(866),Electronics Manufacturing | Bengaluru +18 other locations
Carborundum Universal Limited,3.7,(865),Industrial Machinery | Chennai +130 other locations
Intellipaat Software Solutions,3.8,(864),EdTech | Bengaluru +17 other locations
Wakefit,4.0,(864),Furniture & Furnishing | Bengaluru +56 other locations
MAS Financial Services,3.7,(864),NBFC | Ahmedabad +142 other locations
Tata Starbucks,4.1,(862),Hospitality | Mumbai +57 other locations
Acme Cleantech Solutions,4.0,(862),Power | Gurugram +100 other locations
Future Focus Infotech,3.3,(860),IT Services & Consulting | Bengaluru +58 other locations
Parekh Integrated Services,4.1,(859),Logistics | Mumbai +75 other locations
Athena BPO,3.3,(859),BPO | Mumbai +38 other locations
National Health Mission,3.4,(859),Healthcare | Guwahati +279 other locations
Magna International,3.8,(859),Auto Components | Pune +22 other locations
Bechtel,3.9,(856),Engineering & Construction | Gurugram +31 other locations
Ageas Federal Life Insurance,3.5,(856),Insurance | Mumbai +123 other locations
Precision Infomatic M Pvt Ltd,3.8,(855),IT Services & Consulting | Chennai +91 other locations
Silaris Informations,3.0,(855),BPO | New Delhi +22 other locations
Torry Harris Integration Solutions,4.2,(855),IT Services & Consulting | Bengaluru +9 other locations
WSP,4.2,(854),Management Consulting | Bengaluru +32 other locations
Apar Industries,4.1,(855),Semiconductors | Mumbai +72 other locations
H&M,3.9,(854),Fashion & Textile | Bengaluru +56 other locations
Shilpa Medicare,3.4,(854),Pharma | Hyderabad +30 other locations
M3M India,4.0,(852),Real Estate | Gurugram +10 other locations
IDEMIA,3.9,(850),Electronics Manufacturing | Noida +51 other locations
Panacea Biotec,3.6,(851),Biotechnology | Baddi +72 other locations
Wipro PARI,3.2,(850),Industrial Automation | Pune +27 other locations
LEAD School,3.3,(849),EdTech | Mumbai +104 other locations
Motherson Sumi Wiring,3.7,(917),Electrical Equipment | Noida +40 other locations
Porter,3.5,(848),Internet | Bengaluru +31 other locations
Serco,4.2,(848),Analytics & KPO | Mumbai +41 other locations
Jaya Hind Industries,3.7,(847),Auto Components | Pune +37 other locations
Zudio,3.9,(847),Retail | New Delhi +137 other locations
Fedbank Financial Services,4.0,(847),NBFC | Mumbai +164 other locations
Mahindra First Choice Wheels,3.8,(846),Internet | Mumbai +118 other locations
Epsilon,3.6,(846),Marketing & Advertising | Bengaluru +16 other locations
MOURI Tech,3.6,(845),IT Services & Consulting | Hyderabad +10 other locations
Tata Hitachi Construction Machinery,4.0,(845),Industrial Machinery | Kharagpur +76 other locations
Rico Auto Industries,3.8,(845),Auto Components | Gurugram +32 other locations
Satya MicroCapital,3.7,(845),NBFC | New Delhi +185 other locations
Bank of India,3.9,(842),Banking | Mumbai +185 other locations
Nlb Services,3.6,(842),Recruitment | Noida +21 other locations
Ups Logistics,3.6,(842),Logistics | Pune +37 other locations
Bank of India,3.9,(842),Banking | Mumbai +185 other locations
Parag Milk Foods,4.0,(841),Food Processing | Mumbai +91 other locations
Nibav Lifts,4.0,(840),Industrial Machinery | Chennai +41 other locations
Impact Infotech Pvt. Ltd.,3.4,(839),IT Services & Consulting | Mumbai +75 other locations
Truhome Finance,3.7,(839),Financial Services | Mumbai +158 other locations
Mahindra Tractors,4.1,(838),Automobile | Nagpur +129 other locations
Rohan Builders,4.1,(838),Real Estate | Pune +69 other locations
Ather Energy,4.1,(837),Automobile | Bengaluru +67 other locations
Shaktiman Tirth Agro Technology,3.9,(834),Industrial Machinery | Rajkot +65 other locations
KGISL,3.0,(834),IT Services & Consulting | Coimbatore +21 other locations
Tata Power Solar,4.0,(834),Power | Bengaluru +90 other locations
India Shelter Finance Corporation,3.9,(836),NBFC | Gurugram +181 other locations
Alorica,3.1,(833),BPO | Bengaluru +15 other locations
Sanden Vikas,3.9,(833),Auto Components | Faridabad +33 other locations
Consolidated Contractors,4.3,(832),Engineering & Construction | Mumbai +56 other locations
enGen Global,3.9,(832),IT Services & Consulting | Chennai +6 other locations
Duck Creek Technologies,4.6,(832),Software Product | Mumbai +9 other locations
Arvind Lifestyle Brands,4.0,(832),Retail | Bengaluru +87 other locations
AuthBridge Research Services,3.2,(831),IT Services & Consulting | Gurugram +21 other locations
Guardian India,3.8,(830),Insurance | Chennai +13 other locations
Feedback Infrastructure Services,3.4,(830),Engineering & Construction | Gurugram +129 other locations
HP India,3.8,(829),Consumer Electronics & Appliances | Bengaluru +63 other locations
Royal Sundaram General Insurance,3.8,(829),Insurance | Chennai +104 other locations
Casagrand,3.8,(830),Real Estate | Chennai +19 other locations
Union Bank of India,3.8,(829),Banking | Mumbai +151 other locations
Fareportal,3.0,(828),Internet | Gurugram +14 other locations
FIITJEE,3.2,(827),Education & Training | New Delhi +48 other locations
Victora Auto Private Limited,4.0,(827),Auto Components | Faridabad +31 other locations
Luxoft,3.6,(823),IT Services & Consulting | Bengaluru +23 other locations
Punj Lloyd,3.9,(821),Engineering & Construction | Gurugram +70 other locations
Clarivate,3.7,(821),Analytics & KPO | Bengaluru +17 other locations
Lumen Technologies,4.0,(820),Hardware & Networking | Bengaluru +14 other locations
Freshworks,3.4,(820),Software Product | Chennai +47 other locations
Eris Lifesciences,3.6,(819),Pharma | Ahmedabad +90 other locations
Greaves Cotton,4.0,(818),Auto Components | Chhatrapati Sambhajinagar +48 other locations
Ford Business Solutions,4.1,(819),IT Services & Consulting | Chennai +52 other locations
Metso,4.1,(816),Metals & Mining | Alwar +47 other locations
Ramco Systems,3.8,(816),Software Product | Chennai +29 other locations
Sutherland Healthcare Solutions,3.7,(815),Analytics & KPO | Hyderabad +14 other locations
Medusind Solutions,3.4,(814),IT Services & Consulting | Chennai +11 other locations
UKG,3.0,(813),Software Product | Noida +12 other locations
Baxter International,3.8,(813),Healthcare | Bengaluru +32 other locations
eTeam,3.2,(813),Recruitment | Bengaluru +19 other locations
Rockwell Automation,3.7,(813),Industrial Automation | Pune +22 other locations
IBS Software Services,3.6,(812),Software Product | Kochi +18 other locations
Bpo Convergence,3.4,(811),BPO | Hyderabad +39 other locations
Qinecsa Solutions,2.8,(803),Clinical Research | Mysuru +19 other locations
Poly Medicure,3.5,(809),Medical Equipment | Faridabad +45 other locations
Huhtamaki,4.0,(808),Packaging | Mumbai +44 other locations
Artech Infosystems,3.3,(808),Recruitment | Bengaluru +21 other locations
Forever Living Products,4.3,(808),Fitness & Wellness | Mumbai +98 other locations
Integra Software Services,3.7,(806),IT Services & Consulting | Puducherry +19 other locations
DBG Technology,3.7,(806),Electronics Manufacturing | Rewari +24 other locations
Teamware Solutions,4.2,(806),Recruitment | Hyderabad +24 other locations
RR kabel,4.1,(805),Electrical Equipment | Vadodara +115 other locations
Rodic Consultants,4.2,(806),Engineering & Construction | Patna +132 other locations
Sunbeam Auto,3.9,(804),Auto Components | Gurugram +30 other locations
Nexdigm,3.7,(824),Management Consulting | Pune +12 other locations
Rashmi Group,3.5,(803),Iron & Steel | Kharagpur +31 other locations
Linde India,3.9,(802),Chemicals | Vadodara +56 other locations
Investors Clinic,3.6,(801),Real Estate | Noida +34 other locations
Vijaya Diagnostic Centre,3.8,(800),Healthcare | Hyderabad +40 other locations
Principal Global Services,3.6,(799),Insurance | Pune +11 other locations
Fluor Corporation,4.1,(795),Engineering & Construction | Gurugram +24 other locations
Five-Star Business Finance,4.1,(797),NBFC | Chennai +247 other locations
Eveready Industries,3.9,(797),Consumer Electronics & Appliances | Kolkata +110 other locations
Border Security Force,4.4,(796),Law Enforcement & Security | New Delhi +112 other locations
K Raheja Corp,4.1,(795),Real Estate | Mumbai +17 other locations
Hitachi,3.9,(795),Industrial Machinery | Bengaluru +86 other locations
JK Paper,3.9,(795),Pulp & Paper | Rayagada +52 other locations
Advik Hi Tech,3.7,(794),Auto Components | Pune +30 other locations
Intex Technologies,3.7,(793),Consumer Electronics & Appliances | New Delhi +75 other locations
Bill Gosling Outsourcing India,3.5,(793),Gurugram +13 other locations
Zydus Healthcare,4.0,(794),Pharma | Mumbai +106 other locations
Syneos Health,3.6,(793),Clinical Research | Gurugram +17 other locations
Praj Industries,4.0,(792),Biotechnology | Pune +44 other locations
Zidio Development,4.4,(792),IT Services & Consulting | Bengaluru +35 other locations
Prama Hikvision India,3.6,(792),Electronics Manufacturing | Mumbai +55 other locations
PUMA,4.1,(791),Fashion & Textile | Bengaluru +100 other locations
Waaree Energies,4.0,(789),Power | Surat +54 other locations
BDO,3.2,(789),Accounting & Auditing | Mumbai +34 other locations
Skill Lync,3.1,(788),EdTech | Chennai +17 other locations
Zuventus Healthcare,3.9,(787),Pharma | Mumbai +99 other locations
Qualitest,3.6,(787),IT Services & Consulting | Bengaluru +22 other locations
Prince Pipes & Fittings,4.2,(785),Building Material | Mumbai +82 other locations
RenewBuy,3.3,(785),Internet | Gurugram +107 other locations
IFFCO,4.1,(784),Agro Chemicals | New Delhi +114 other locations
THE LEELA PALACES HOTELS & RESORTS,4.0,(785),Hospitality | New Delhi +33 other locations
Chennai Radha Engineering Works,3.9,(784),Engineering & Construction | Chennai +58 other locations
Wipro Consumer Care & Lighting,3.7,(783),FMCG | Bengaluru +119 other locations
Nippon Koei India,4.8,(783),Engineering & Construction | New Delhi +69 other locations
Cigniti Technologies,3.8,(782),IT Services & Consulting | Hyderabad +9 other locations
Maveric Systems,3.3,(781),IT Services & Consulting | Chennai +11 other locations
Engineers India,4.2,(781),Engineering & Construction | New Delhi +84 other locations
Careernet,3.6,(780),Recruitment | Bengaluru +24 other locations
Microtek International,3.7,(780),Consumer Electronics & Appliances | New Delhi +120 other locations
Franklin Templeton Investments,3.9,(780),Financial Services | Hyderabad +33 other locations
Edubridge Learning,3.9,(780),EdTech | Mumbai +63 other locations
NTT,3.8,(778),IT Services & Consulting | Mumbai +42 other locations
Aequs,3.4,(778),Defence & Aerospace | Belagavi +13 other locations
Rallis India,4.0,(778),Agro Chemicals | Ankleshwar +118 other locations
Vastu Housing Finance,4.2,(778),NBFC | Mumbai +172 other locations
Indo Autotech,3.9,(778),Auto Components | Faridabad +33 other locations
Credence Resource Management,3.0,(778),BPO | Pune +9 other locations
AISIN,4.1,(777),Auto Components | Rohtak +28 other locations
Amber Enterprises India,4.0,(777),Electronics Manufacturing | Gurugram +44 other locations
Jai Balaji Group,3.2,(776),Iron & Steel | Durgapur +41 other locations
Reliance BP Mobility,3.6,(773),Oil & Gas | Mumbai +104 other locations
Pratap Technocrats,3.8,(773),Telecom | Pune +120 other locations
Progressive Infotech,3.3,(771),IT Services & Consulting | Noida +68 other locations
Toyo Engineering,4.0,(771),Engineering & Construction | Mumbai +44 other locations
Action Construction Equipment,3.7,(771),Industrial Machinery | Faridabad +59 other locations
Dineshchandra R. Agrawal Infracon,4.0,(770),Engineering & Construction | Ahmedabad +81 other locations
Novac Technology Solutions,3.6,(770),Software Product | Chennai +24 other locations
Reliance Smart,4.1,(770),Retail | Hyderabad +251 other locations
First Advantage,3.5,(770),Recruitment | Bengaluru +12 other locations
Radical Minds,2.9,(770),BPO | Gurugram +13 other locations
Ask Automotive,4.2,(769),Auto Components | Gurugram +29 other locations
Denave,3.5,(769),Marketing & Advertising | Noida +70 other locations
Cohance Lifesciences,3.8,(917),Pharma | Hyderabad +22 other locations
Ramkrishna Forgings,3.4,(767),Auto Components | Jamshedpur +28 other locations
Somany Ceramics,4.2,(768),Building Material | New Delhi +84 other locations
Hilti,3.4,(766),Industrial Machinery | Gurugram +48 other locations
Creative Synergies Group,3.9,(766),IT Services & Consulting | Bengaluru +9 other locations
Lea Associates South Asia,4.2,(766),Engineering & Construction | New Delhi +139 other locations
Wipro Infrastructure Engineering,3.7,(765),Industrial Machinery | Bengaluru +38 other locations
Simplilearn,3.2,(765),EdTech | Bengaluru +9 other locations
People Tech Group,2.4,(765),IT Services & Consulting | Hyderabad +12 other locations
Lenovo,4.0,(765),Consumer Electronics & Appliances | Bengaluru +84 other locations
Creambell,3.8,(764),Food Processing | New Delhi +105 other locations
Axtria,2.8,(764),Software Product | Gurugram +8 other locations
Travel Food Services Ltd,4.1,(764),Hospitality | Mumbai +36 other locations
Fleetguard Filters Private Limited,4.3,(763),Auto Components | Pune +84 other locations
Allied Digital Services,3.2,(763),IT Services & Consulting | Mumbai +55 other locations
Better.com,3.0,(762),Financial Services | Gurugram +9 other locations
Ksb Pumps,3.8,(762),Industrial Machinery | Pune +39 other locations
Hitachi Digital Services,3.5,(762),IT Services & Consulting | Hyderabad +15 other locations
Ugro Capital,3.7,(762),NBFC | Mumbai +165 other locations
Universal Sompo General Insurance,4.4,(761),Insurance | Mumbai +120 other locations
Forvia Hella,3.8,(761),Auto Components | Pune +32 other locations
Quatrro Business Support Services,3.3,(760),Gurugram +14 other locations
JioStar,3.5,(759),Media & Entertainment | Mumbai +42 other locations
Dunzo,3.5,(759),Internet | Bengaluru +20 other locations
Fidelity International,3.6,(759),Financial Services | Gurugram +14 other locations
Bses Rajdhani Power,3.8,(761),Power | New Delhi +22 other locations
Times Internet,3.5,(757),Internet | Noida +24 other locations
BNP Paribas India Solutions,3.6,(757),IT Services & Consulting | Mumbai +9 other locations
Assystem,3.3,(757),Engineering & Construction | Chennai +68 other locations
Petpooja,4.0,(756),Software Product | Ahmedabad +75 other locations
Samsung E&A,3.9,(755),Engineering & Construction | Noida +46 other locations
Alivus Life Sciences,3.8,(755),Pharma | Ankleshwar +22 other locations
Central Industrial Security Force,4.3,(754),Law Enforcement & Security | New Delhi +89 other locations
Amadeus,3.7,(753),Software Product | Bengaluru +14 other locations
1 India Family Mart,4.6,(753),Retail | New Delhi +99 other locations
Brane Enterprises,2.1,(752),Software Product | Hyderabad +12 other locations
Wapcos,3.3,(751),Engineering & Construction | New Delhi +145 other locations
HSBC Software Development,4.1,(751),Software Product | Pune +8 other locations
McDermott International,4.2,(750),Engineering & Construction | Chennai +33 other locations
Orion Edutech,3.1,(750),EdTech | Kolkata +114 other locations
BCD Travel,4.3,(750),Travel & Tourism | Bengaluru +11 other locations
Zee Entertainment Enterprises,3.4,(750),Media & Entertainment | Mumbai +35 other locations
CADD Centre Training Services,3.9,(749),Education & Training | Chennai +133 other locations
Wabtec,3.9,(749),Auto Components | Bengaluru +29 other locations
Finolex Cables,3.7,(748),Electrical Equipment | Pune +76 other locations
Bunge India,4.0,(748),Food Processing | Sahibzada Ajit Singh Nagar +70 other locations
JM Financial,3.8,(747),Financial Services | Mumbai +68 other locations
National Informatics Centre,3.9,(747),Government | New Delhi +77 other locations
VA Tech Wabag,3.8,(747),Waste Management | Chennai +53 other locations
Vaaman Engineers,3.8,(747),Engineering & Construction | Jharsuguda +46 other locations
Y-Axis Overseas Careers,4.1,(751),Other | Hyderabad +17 other locations
TO THE NEW,3.6,(746),IT Services & Consulting | Noida +19 other locations
Hapag-Lloyd,3.8,(743),Ports & Shipping | Chennai +16 other locations
India Japan Lighting,4.0,(743),Auto Components | Chennai +30 other locations
Integreon,3.2,(742),BPO | Mumbai +12 other locations
SLK Global Services,3.9,(742),BPO | Bengaluru +9 other locations
Sharda Motor Industries,3.8,(742),Auto Components | Chennai +27 other locations
ManipalCigna Health Insurance,3.7,(742),Insurance | Mumbai +133 other locations
CMS Computers Limited (INDIA),3.6,(740),IT Services & Consulting | New Delhi +77 other locations
Bitwise Solutions,3.7,(740),IT Services & Consulting | Pune +9 other locations
Livguard,3.9,(739),Electronics Manufacturing | Gurugram +86 other locations
Veradigm,3.8,(739),Software Product | Pune +9 other locations
India Cements,3.8,(739),Building Material | Chennai +91 other locations
Galfar,4.0,(739),Engineering & Construction | Muscat +40 other locations
Mswipe Technologies,3.2,(738),FinTech | Mumbai +97 other locations
Primus Global Technologies,3.8,(739),IT Services & Consulting | Bengaluru +27 other locations
Steel Authority Of India,4.1,(738),Iron & Steel | Bokaro +52 other locations
UnitedLex,2.7,(736),Analytics & KPO | New Delhi +12 other locations
Religare,3.7,(736),Financial Services | New Delhi +96 other locations
EMERSON PROCESS MANAGEMENT,4.0,(736),Industrial Automation | Pune +31 other locations
ESL Steel,3.8,(736),Iron & Steel | Bokaro +24 other locations
OLX India,3.7,(735),Internet | Gurugram +57 other locations
LifeCell International,3.4,(735),Biotechnology | Chennai +75 other locations
Exicom,4.0,(735),Semiconductors | Gurugram +31 other locations
Patel Infrastructure Limited,4.2,(734),Engineering & Construction | Vadodara +58 other locations
Protiviti,3.0,(734),Management Consulting | Gurugram +28 other locations
Ameriprise Financial,3.7,(734),Financial Services | Gurugram +11 other locations
Mott MacDonald,4.0,(733),Management Consulting | Mumbai +49 other locations
Care Hospital,4.1,(732),Healthcare | Hyderabad +43 other locations
Indusind Marketing & Financial Services,3.7,(732),Financial Services | Chennai +270 other locations
Padget Electronics,3.8,(731),Electronics Manufacturing | Noida +17 other locations
Celebal Technologies,3.0,(730),IT Services & Consulting | Jaipur +23 other locations
Deepak Nitrite,3.9,(730),Chemicals | Vadodara +20 other locations
Ascendion,3.3,(729),IT Services & Consulting | Bengaluru +16 other locations
Vertex Customer Solutions,3.6,(729),IT Services & Consulting | Chennai +33 other locations
Isuzu Motors,4.1,(729),Automobile | Chennai +39 other locations
Greenply,3.8,(729),Building Material | Kolkata +96 other locations
GirnarSoft,3.7,(729),IT Services & Consulting | Gurugram +54 other locations
Adidas,3.9,(728),Fashion & Textile | Gurugram +69 other locations
Rackspace,3.7,(727),IT Services & Consulting | Gurugram +15 other locations
Sun Life Financial,3.8,(727),Financial Services | Gurugram +12 other locations
ASG Eye Hospital,3.5,(727),Healthcare | Jaipur +76 other locations
Boeing,3.8,(726),Aviation | Bengaluru +12 other locations
Stellantis,3.4,(725),Automobile | Chennai +16 other locations
Smollan Group,3.9,(725),Marketing & Advertising | Mumbai +141 other locations
Lavender Technology,4.9,(724),IT Services & Consulting | Bengaluru +8 other locations
The Akshaya Patra Foundation,4.4,(725),Non-Profit | Bengaluru +68 other locations
Neuland Laboratories,4.0,(724),Pharma | Hyderabad +7 other locations
Google Operations Center,3.6,(722),BPO | Hyderabad +16 other locations
DuPont,4.2,(721),Waste Management | Hyderabad +47 other locations
V-Trans,3.8,(719),Logistics | Mumbai +93 other locations
ffreedom app,3.5,(719),Internet | Bengaluru +26 other locations
Writer Information Management Services,3.1,(719),BPO | Mumbai +68 other locations
Transrail Lighting,4.0,(719),Engineering & Construction | Mumbai +99 other locations
McKinsey & Company,3.8,(717),Management Consulting | Gurugram +25 other locations
Expleo Solutions,3.5,(716),IT Services & Consulting | Chennai +15 other locations
RITES,3.9,(716),Engineering & Construction | Gurugram +87 other locations
Mindsprint,3.6,(715),IT Services & Consulting | Chennai +10 other locations
Molex,3.9,(714),Electronics Manufacturing | Bengaluru +17 other locations
Sterlite Power,4.0,(714),Power | New Delhi +84 other locations
LG Soft India,2.8,(713),IT Services & Consulting | Bengaluru +15 other locations
BDO India LLP,3.3,(713),Accounting & Auditing | Mumbai +35 other locations
Volkswagen Group Technology Solution,3.9,(712),IT Services & Consulting | Pune +14 other locations
Aurigo Software Technologies,4.6,(712),Software Product | Bengaluru +6 other locations
TDK India Private Limited,3.9,(712),Nashik +26 other locations
AI Airport Services,3.3,(711),Aviation | Mumbai +60 other locations
Nvidia,3.5,(711),Hardware & Networking | Pune +19 other locations
Ag Industries,3.9,(711),Auto Components | Gurugram +32 other locations
Koch Business Solutions,3.1,(710),IT Services & Consulting | Bengaluru +11 other locations
Biba Apparels,3.5,(710),Fashion & Textile | New Delhi +97 other locations
B. G. Shirke Construction Technology,4.2,(708),Engineering & Construction | Pune +26 other locations
Mitsubishi Electric India,4.2,(708),Electronics Manufacturing | Pune +52 other locations
XcelServ Solutions,4.4,(708),IT Services & Consulting | New Delhi +33 other locations
uFaber,2.2,(708),Education & Training | Mumbai +24 other locations
Eugia Pharma Specialities,4.0,(708),Pharma | Hyderabad +18 other locations
NecLife,3.6,(707),Pharma | Chandigarh +30 other locations
Electrosteel Casting,3.7,(707),Building Material | Kolkata +29 other locations
Medreich,3.9,(705),Pharma | Bengaluru +14 other locations
Delta Electronics,3.9,(704),Electronics Manufacturing | Bengaluru +43 other locations
BSH Home Appliances Group,3.8,(704),Consumer Electronics & Appliances | Bengaluru +59 other locations
Tavant Technologies,3.8,(703),IT Services & Consulting | Bengaluru +13 other locations
Rentokil Pest Control,3.6,(702),Facility Management Services | Mumbai +110 other locations
Sykes Business Services Of India,3.4,(702),BPO | Hyderabad +17 other locations
Bikanervala,3.9,(700),FMCG | New Delhi +69 other locations
Home First Finance Company India,3.5,(700),NBFC | Mumbai +103 other locations
Genus Power Infrastructures,3.9,(699),Electronics Manufacturing | Jaipur +84 other locations
Redcliffe Labs,3.9,(699),Healthcare | New Delhi +83 other locations
Bristlecone,3.6,(698),IT Services & Consulting | Bengaluru +14 other locations
TCNS Clothing Company,4.1,(698),Fashion & Textile | New Delhi +110 other locations
Visteon,3.2,(697),Auto Components | Chennai +21 other locations
Turtlemint,3.6,(697),Internet | Mumbai +114 other locations
URC Construction,3.7,(697),Engineering & Construction | Chennai +50 other locations
Razorpay,3.4,(696),FinTech | Bengaluru +26 other locations
Evision Technoserve,4.7,(696),Pune +44 other locations
Raychem RPG,3.7,(695),Electrical Equipment | Mumbai +32 other locations
Thriveni Earthmovers,3.9,(695),Metals & Mining | Jamshedpur +46 other locations
Bahwan CyberTek,3.4,(695),IT Services & Consulting | Chennai +21 other locations
Samunnati,4.5,(694),NBFC | Chennai +61 other locations
Gartner,3.8,(694),Management Consulting | Gurugram +18 other locations
Mynd Solutions Private,3.7,(694),BPO | Gurugram +33 other locations
Apple,4.3,(694),Consumer Electronics & Appliances | Bengaluru +107 other locations
Amrit Cement,3.9,(693),Building Material | Guwahati +50 other locations
Diebold Nixdorf,3.6,(692),Software Product | Hyderabad +44 other locations
Transsion,4.0,(691),Consumer Electronics & Appliances | Noida +63 other locations
Eastman Auto and Power Limited,3.9,(691),Electronics Manufacturing | Gurugram +70 other locations
Ramky Infrastructure,4.2,(690),Engineering & Construction | Hyderabad +51 other locations
HSBC Bank,4.0,(690),Banking | Bengaluru +38 other locations
Lovely Professional University,3.3,(690),Education & Training | Jalandhar +31 other locations
Goodyear,3.5,(689),Auto Components | Chhatrapati Sambhajinagar +65 other locations
HRH Next Services,2.9,(689),BPO | Hyderabad +23 other locations
Bharat Serums and Vaccines,3.9,(688),Pharma | Mumbai +65 other locations
Asb International,3.6,(688),Industrial Machinery | Mumbai +23 other locations
Embibe,3.4,(687),EdTech | Bengaluru +19 other locations
Kurlon,4.3,(687),Furniture & Furnishing | Bengaluru +88 other locations
Toppr,3.4,(685),EdTech | Mumbai +42 other locations
Cotiviti,3.6,(686),Analytics & KPO | Hyderabad +10 other locations
NSB Bpo Solutions,2.9,(685),BPO | Noida +84 other locations
Csc E Governance Services,3.8,(685),Government | New Delhi +201 other locations
Infor Global Solution,3.9,(685),Software Product | Hyderabad +9 other locations
LEAP India Limited,4.6,(684),Packaging | Mumbai +47 other locations
Micro Turners,3.8,(684),Auto Components | Baddi +42 other locations
North East Small Finance Bank,3.5,(684),Banking | Guwahati +93 other locations
Bayer Crop Science Vegetable Seeds,4.1,(684),Bengaluru +139 other locations
Titan Eye Plus,4.1,(683),Other | Kolkata +131 other locations
Moglix,3.3,(684),Internet | Noida +39 other locations
Wolters Kluwer,3.8,(683),Software Product | Pune +16 other locations
KreditBee,3.5,(683),Internet | Bengaluru +24 other locations
